Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-11-23 14:19:14,"Afternoon Workout",44m,"Lat Pulldown (Cable)",3,100.0,8,0,0,,,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Lat Pulldown (Cable)",4,70.0,8,0,0,,,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Bicep Curl (Barbell)",1,30.0,8,0,0,"",,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Bicep Curl (Barbell)",2,30.0,8,0,0,,,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Hanging Leg Raise",1,0.0,15,0,0,"",,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Hanging Leg Raise",2,0.0,15,0,0,,,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Hanging Leg Raise",3,0.0,12,0,0,,,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Leg Extension (Machine)",1,115.0,8,0,0,"",,
2024-11-23 14:19:14,"Afternoon Workout",44m,"Leg Extension (Machine)",2,100.0,12,0,0,,,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Front Raise (Dumbbell)",1,5.0,10,0,0,"","118.8lb\n\nBefore dinner?? Wtf",
2024-11-25 17:37:47,"Afternoon Workout",37m,"Front Raise (Dumbbell)",2,5.0,10,0,0,,,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Front Raise (Dumbbell)",3,5.0,10,0,0,,,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Bench Press (Dumbbell)",1,20.0,10,0,0,"",,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Bench Press (Dumbbell)",2,25.0,10,0,0,,,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Bench Press (Dumbbell)",3,25.0,10,0,0,,,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Chest Dip (Assisted)",1,35.5,12,0,0,"",,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Chest Dip (Assisted)",2,35.5,12,0,0,,,
2024-11-25 17:37:47,"Afternoon Workout",37m,"Chest Dip (Assisted)",3,35.5,12,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Seated Row (Cable)",1,100.0,12,0,0,"","",
2024-11-26 14:34:37,"Afternoon Workout",24m,"Seated Row (Cable)",2,100.0,10,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Seated Row (Cable)",3,100.0,10,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Bicep Curl (Barbell)",1,30.0,10,0,0,"",,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Bicep Curl (Barbell)",2,30.0,8,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Bicep Curl (Barbell)",3,30.0,8,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Ab Wheel",1,0,3,0,0,"",,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Ab Wheel",2,0,3,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Plank",1,0,0,0,45,"",,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Pull Up (Assisted)",1,48.0,12,0,0,"",,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Pull Up (Assisted)",2,35.5,8,0,0,,,
2024-11-26 14:34:37,"Afternoon Workout",24m,"Pull Up (Assisted)",3,35.5,8,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Bench Press (Dumbbell)",1,25.0,10,0,0,"","121.6 lb after lunch",
2024-12-02 12:26:44,"Midday Workout",31m,"Bench Press (Dumbbell)",2,25.0,10,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Bench Press (Dumbbell)",3,25.0,10,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Triceps Extension",1,32.5,8,0,0,"",,
2024-12-02 12:26:44,"Midday Workout",31m,"Triceps Extension",2,22.5,10,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Triceps Extension",3,22.5,10,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Overhead Press (Dumbbell)",1,15.0,8,0,0,"",,
2024-12-02 12:26:44,"Midday Workout",31m,"Overhead Press (Dumbbell)",2,15.0,8,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Overhead Press (Dumbbell)",3,15.0,8,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Hanging Leg Raise",1,0.0,12,0,0,"",,
2024-12-02 12:26:44,"Midday Workout",31m,"Hanging Leg Raise",2,0.0,12,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Hanging Leg Raise",3,0.0,15,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Chest Dip (Assisted)",1,35.5,10,0,0,"",,
2024-12-02 12:26:44,"Midday Workout",31m,"Chest Dip (Assisted)",2,35.5,8,0,0,,,
2024-12-02 12:26:44,"Midday Workout",31m,"Chest Fly",1,40.0,10,0,0,"",,
2024-12-02 12:26:44,"Midday Workout",31m,"Chest Fly",2,40.0,10,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Squat (Barbell)",1,0.0,5,0,0,"","Didn't eat yet\n\n""One short game of deadlock"" and then it went on 50 min and I played terribly\n\nDid this all in 17 min bc I need to eat before class at 4",
2024-12-03 14:44:49,"Afternoon Workout",17m,"Squat (Barbell)",2,90.0,5,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Squat (Barbell)",3,90.0,5,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Squat (Barbell)",4,90.0,5,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Seated Row (Cable)",1,85.0,10,0,0,"",,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Seated Row (Cable)",2,100.0,8,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Seated Row (Cable)",3,100.0,8,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Bicep Curl (Barbell)",1,30.0,8,0,0,"",,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Bicep Curl (Barbell)",2,30.0,8,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Bicep Curl (Barbell)",3,30.0,8,0,0,,,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Pull Up (Assisted)",1,35.5,6,0,0,"",,
2024-12-03 14:44:49,"Afternoon Workout",17m,"Pull Up (Assisted)",2,35.5,6,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Squat (Barbell)",1,0.0,5,0,0,"","121.0lb",
2024-12-05 12:42:17,"Midday Workout",50m,"Squat (Barbell)",2,90.0,5,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Squat (Barbell)",3,90.0,5,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Squat (Barbell)",4,90.0,5,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Bench Press (Barbell)",1,0.0,8,0,0,"",,
2024-12-05 12:42:17,"Midday Workout",50m,"Bench Press (Barbell)",2,40.0,5,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Bench Press (Barbell)",3,40.0,5,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Bench Press (Barbell)",4,50.0,3,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Bench Press (Barbell)",5,40.0,5,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Overhead Press (Dumbbell)",1,15.0,8,0,0,"",,
2024-12-05 12:42:17,"Midday Workout",50m,"Overhead Press (Dumbbell)",2,15.0,8,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Overhead Press (Dumbbell)",3,15.0,8,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Hanging Leg Raise",1,0.0,12,0,0,"",,
2024-12-05 12:42:17,"Midday Workout",50m,"Hanging Leg Raise",2,0.0,15,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Hanging Leg Raise",3,0.0,15,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Chest Dip (Assisted)",1,27.0,8,0,0,"",,
2024-12-05 12:42:17,"Midday Workout",50m,"Chest Dip (Assisted)",2,27.0,8,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Chest Dip (Assisted)",3,27.0,8,0,0,,,
2024-12-05 12:42:17,"Midday Workout",50m,"Chest Fly",1,55.0,8,0,0,"",,
2024-12-05 12:42:17,"Midday Workout",50m,"Chest Fly",2,55.0,10,0,0,,,
